1122,0,1.2,20,3,11,1206,72,5082,Mci
1068,2,1.3,14,5,20,721,40,1775,Mci
992,3,0.8,10,2,16,637,58,2510,New
1166,3,1.5,16,3,20,719,59,3446,Ars
959,2,1.0,12,0,9,647,47,6399,Ars
712,1,0.5,9,1,8,504,39,2468,Mun
1350,1,1.4,17,1,19,937,61,4198,Whu
644,0,0.1,4,0,9,567,45,2612,Liv
648,0,0.06,9,0,11,533,47,2073,Liv
